   1.8240000e+01   8.3904000e+01
   1.8240000e+01   8.7552000e+01
   1.8240000e+01   9.1200000e+01
   1.8240000e+01   9.4848000e+01
   1.8240000e+01   9.8496000e+01
   1.8240000e+01   1.0214400e+02
   1.8240000e+01   1.0579200e+02
   1.8240000e+01   1.0944000e+02
   1.8240000e+01   1.1308800e+02
   1.8240000e+01   1.1673600e+02
   1.8240000e+01   1.2038400e+02
   1.8240000e+01   1.2403200e+02
   1.8240000e+01   1.2768000e+02
   1.8240000e+01   1.3132800e+02
   1.8240000e+01   1.3497600e+02
   1.8240000e+01   1.3862400e+02
   1.8240000e+01   1.4227200e+02
   1.8240000e+01   1.4592000e+02
   1.8240000e+01   1.4956800e+02
   1.8240000e+01   1.5321600e+02
   1.8240000e+01   1.5686400e+02
   1.8240000e+01   1.6051200e+02
   1.8240000e+01   1.6416000e+02
   1.8240000e+01   1.6780800e+02
   1.8240000e+01   1.7145600e+02
   1.8240000e+01   1.7510400e+02
   1.8240000e+01   1.7875200e+02
   1.8240000e+01   1.8240000e+02
   1.8240000e+01   1.8604800e+02
   1.8240000e+01   1.8969600e+02
   1.8240000e+01   1.9334400e+02
   1.8240000e+01   1.9699200e+02
   1.8240000e+01   2.0064000e+02
   1.8240000e+01   2.0428800e+02
   1.8240000e+01   2.0793600e+02
   1.8240000e+01   2.1158400e+02
   1.8240000e+01   2.1523200e+02
   1.8240000e+01   2.1888000e+02
   1.8240000e+01   2.2252800e+02
   1.8240000e+01   2.2617600e+02
   1.8240000e+01   2.2982400e+02
   2.1888000e+01   0.0000000e+00
   2.1888000e+01   3.6480000e+00
   2.1888000e+01   7.2960000e+00
   2.1888000e+01   1.0944000e+01
   2.1888000e+01   1.4592000e+01
   2.1888000e+01   1.8240000e+01
   2.1888000e+01   2.1888000e+01
   2.1888000e+01   2.5536000e+01
   2.1888000e+01   2.9184000e+01
   2.1888000e+01   3.2832000e+01
   2.1888000e+01   3.6480000e+01
   2.1888000e+01   4.0128000e+01
   2.1888000e+01   4.3776000e+01
   2.1888000e+01   4.7424000e+01
   2.1888000e+01   5.1072000e+01
   2.1888000e+01   5.4720000e+01
   2.1888000e+01   5.8368000e+01
   2.1888000e+01   6.2016000e+01
   2.1888000e+01   6.5664000e+01
   2.1888000e+01   6.9312000e+01
   2.1888000e+01   7.2960000e+01
   2.1888000e+01   7.6608000e+01
   2.1888000e+01   8.0256000e+01
   2.1888000e+01   8.3904000e+01
   2.1888000e+01   8.7552000e+01
   2.1888000e+01   9.1200000e+01
   2.1888000e+01   9.4848000e+01
   2.1888000e+01   9.8496000e+01
   2.1888000e+01   1.0214400e+02
   2.1888000e+01   1.0579200e+02
   2.1888000e+01   1.0944000e+02
   2.1888000e+01   1.1308800e+02
   2.1888000e+01   1.1673600e+02
   2.1888000e+01   1.2038400e+02
   2.1888000e+01   1.2403200e+02
   2.1888000e+01   1.2768000e+02
   2.1888000e+01   1.3132800e+02
   2.1888000e+01   1.3497600e+02
   2.1888000e+01   1.3862400e+02
   2.1888000e+01   1.4227200e+02
   2.1888000e+01   1.4592000e+02
   2.1888000e+01   1.4956800e+02
   2.1888000e+01   1.5321600e+02
   2.1888000e+01   1.5686400e+02
   2.1888000e+01   1.6051200e+02
   2.1888000e+01   1.6416000e+02
   2.1888000e+01   1.6780800e+02
   2.1888000e+01   1.7145600e+02
   2.1888000e+01   1.7510400e+02
   2.1888000e+01   1.7875200e+02
   2.1888000e+01   1.8240000e+02
   2.1888000e+01   1.8604800e+02
   2.1888000e+01   1.8969600e+02
   2.1888000e+01   1.9334400e+02
   2.1888000e+01   1.9699200e+02
   2.1888000e+01   2.0064000e+02
   2.1888000e+01   2.0428800e+02
   2.1888000e+01   2.0793600e+02
   2.1888000e+01   2.1158400e+02
   2.1888000e+01   2.1523200e+02
   2.1888000e+01   2.1888000e+02
   2.1888000e+01   2.2252800e+02
   2.1888000e+01   2.2617600e+02
   2.1888000e+01   2.2982400e+02
   2.5536000e+01   0.0000000e+00
   2.5536000e+01   3.6480000e+00
   2.5536000e+01   7.2960000e+00
   2.5536000e+01   1.0944000e+01
   2.5536000e+01   1.4592000e+01
   2.5536000e+01   1.8240000e+01
   2.5536000e+01   2.1888000e+01
   2.5536000e+01   2.5536000e+01
   2.5536000e+01   2.9184000e+01
   2.5536000e+01   3.2832000e+01
   2.5536000e+01   3.6480000e+01
   2.5536000e+01   4.0128000e+01
   2.5536000e+01   4.3776000e+01
   2.5536000e+01   4.7424000e+01
   2.5536000e+01   5.1072000e+01
   2.5536000e+01   5.4720000e+01
   2.5536000e+01   5.8368000e+01
   2.5536000e+01   6.2016000e+01
   2.5536000e+01   6.5664000e+01
   2.5536000e+01   6.9312000e+01
   2.5536000e+01   7.2960000e+01
   2.5536000e+01   7.6608000e+01
   2.5536000e+01   8.0256000e+01
   2.5536000e+01   8.3904000e+01
   2.5536000e+01   8.7552000e+01
   2.5536000e+01   9.1200000e+01
   2.5536000e+01   9.4848000e+01
   2.5536000e+01   9.8496000e+01
   2.5536000e+01   1.0214400e+02
   2.5536000e+01   1.0579200e+02
   2.5536000e+01   1.0944000e+02
   2.5536000e+01   1.1308800e+02
   2.5536000e+01   1.1673600e+02
   2.5536000e+01   1.2038400e+02
   2.5536000e+01   1.2403200e+02
   2.5536000e+01   1.2768000e+02
   2.5536000e+01   1.3132800e+02
   2.5536000e+01   1.3497600e+02
   2.5536000e+01   1.3862400e+02
   2.5536000e+01   1.4227200e+02
   2.5536000e+01   1.4592000e+02
   2.5536000e+01   1.4956800e+02
   2.5536000e+01   1.5321600e+02
   2.5536000e+01   1.5686400e+02
   2.5536000e+01   1.6051200e+02
   2.5536000e+01   1.6416000e+02
   2.5536000e+01   1.6780800e+02
   2.5536000e+01   1.7145600e+02
   2.5536000e+01   1.7510400e+02
   2.5536000e+01   1.7875200e+02
   2.5536000e+01   1.8240000e+02
   2.5536000e+01   1.8604800e+02
   2.5536000e+01   1.8969600e+02
   2.5536000e+01   1.9334400e+02
   2.5536000e+01   1.9699200e+02
   2.5536000e+01   2.0064000e+02
   2.5536000e+01   2.0428800e+02
   2.5536000e+01   2.0793600e+02
   2.5536000e+01   2.1158400e+02
   2.5536000e+01   2.1523200e+02
   2.5536000e+01   2.1888000e+02
   2.5536000e+01   2.2252800e+02
   2.5536000e+01   2.2617600e+02
   2.5536000e+01   2.2982400e+02
   2.9184000e+01   0.0000000e+00
   2.9184000e+01   3.6480000e+00
   2.9184000e+01   7.2960000e+00
   2.9184000e+01   1.0944000e+01
   2.9184000e+01   1.4592000e+01
   2.9184000e+01   1.8240000e+01
   2.9184000e+01   2.1888000e+01
   2.9184000e+01   2.5536000e+01
   2.9184000e+01   2.9184000e+01
   2.9184000e+01   3.2832000e+01
   2.9184000e+01   3.6480000e+01
   2.9184000e+01   4.0128000e+01
   2.9184000e+01   4.3776000e+01
   2.9184000e+01   4.7424000e+01
   2.9184000e+01   5.1072000e+01
   2.9184000e+01   5.4720000e+01
   2.9184000e+01   5.8368000e+01
   2.9184000e+01   6.2016000e+01
   2.9184000e+01   6.5664000e+01
   2.9184000e+01   6.9312000e+01
   2.9184000e+01   7.2960000e+01
   2.9184000e+01   7.6608000e+01
   2.9184000e+01   8.0256000e+01
   2.9184000e+01   8.3904000e+01
   2.9184000e+01   8.7552000e+01
   2.9184000e+01   9.1200000e+01
   2.9184000e+01   9.4848000e+01
   2.9184000e+01   9.8496000e+01
   2.9184000e+01   1.0214400e+02
   2.9184000e+01   1.0579200e+02
   2.9184000e+01   1.0944000e+02
   2.9184000e+01   1.1308800e+02
   2.9184000e+01   1.1673600e+02
   2.9184000e+01   1.2038400e+02
   2.9184000e+01   1.2403200e+02
   2.9184000e+01   1.2768000e+02
   2.9184000e+01   1.3132800e+02
   2.9184000e+01   1.3497600e+02
   2.9184000e+01   1.3862400e+02
   2.9184000e+01   1.4227200e+02
   2.9184000e+01   1.4592000e+02
   2.9184000e+01   1.4956800e+02
   2.9184000e+01   1.5321600e+02
   2.9184000e+01   1.5686400e+02
   2.9184000e+01   1.6051200e+02
   2.9184000e+01   1.6416000e+02
   2.9184000e+01   1.6780800e+02
   2.9184000e+01   1.7145600e+02
   2.9184000e+01   1.7510400e+02
   2.9184000e+01   1.7875200e+02
   2.9184000e+01   1.8240000e+02
   2.9184000e+01   1.8604800e+02
   2.9184000e+01   1.8969600e+02
   2.9184000e+01   1.9334400e+02
   2.9184000e+01   1.9699200e+02
   2.9184000e+01   2.0064000e+02
   2.9184000e+01   2.0428800e+02
   2.9184000e+01   2.0793600e+02
   2.9184000e+01   2.1158400e+02
   2.9184000e+01   2.1523200e+02
   2.9184000e+01   2.1888000e+02
   2.9184000e+01   2.2252800e+02
   2.9184000e+01   2.2617600e+02
   2.9184000e+01   2.2982400e+02
   3.2832000e+01   0.0000000e+00
   3.2832000e+01   3.6480000e+00
   3.2832000e+01   7.2960000e+00
   3.2832000e+01   1.0944000e+01
   3.2832000e+01   1.4592000e+01
   3.2832000e+01   1.8240000e+01
   3.2832000e+01   2.1888000e+01
   3.2832000e+01   2.5536000e+01
   3.2832000e+01   2.9184000e+01
   3.2832000e+01   3.2832000e+01
   3.2832000e+01   3.6480000e+01
   3.2832000e+01   4.0128000e+01
   3.2832000e+01   4.3776000e+01
   3.2832000e+01   4.7424000e+01
   3.2832000e+01   5.1072000e+01
   3.2832000e+01   5.4720000e+01
   3.2832000e+01   5.8368000e+01
   3.2832000e+01   6.2016000e+01
   3.2832000e+01   6.5664000e+01
   3.2832000e+01   6.9312000e+01
   3.2832000e+01   7.2960000e+01
   3.2832000e+01   7.6608000e+01
   3.2832000e+01   8.0256000e+01
   3.2832000e+01   8.3904000e+01
   3.2832000e+01   8.7552000e+01
   3.2832000e+01   9.1200000e+01
   3.2832000e+01   9.4848000e+01
   3.2832000e+01   9.8496000e+01
   3.2832000e+01   1.0214400e+02
   3.2832000e+01   1.0579200e+02
   3.2832000e+01   1.0944000e+02
   3.2832000e+01   1.1308800e+02
   3.2832000e+01   1.1673600e+02
   3.2832000e+01   1.2038400e+02
   3.2832000e+01   1.2403200e+02
   3.2832000e+01   1.2768000e+02
   3.2832000e+01   1.3132800e+02
   3.2832000e+01   1.3497600e+02
   3.2832000e+01   1.3862400e+02
   3.2832000e+01   1.4227200e+02
   3.2832000e+01   1.4592000e+02
   3.2832000e+01   1.4956800e+02
   3.2832000e+01   1.5321600e+02
   3.2832000e+01   1.5686400e+02
   3.2832000e+01   1.6051200e+02
   3.2832000e+01   1.6416000e+02
   3.2832000e+01   1.6780800e+02
   3.2832000e+01   1.7145600e+02
   3.2832000e+01   1.7510400e+02
   3.2832000e+01   1.7875200e+02
   3.2832000e+01   1.8240000e+02
   3.2832000e+01   1.8604800e+02
   3.2832000e+01   1.8969600e+02
   3.2832000e+01   1.9334400e+02
   3.2832000e+01   1.9699200e+02
   3.2832000e+01   2.0064000e+02
   3.2832000e+01   2.0428800e+02
   3.2832000e+01   2.0793600e+02
   3.2832000e+01   2.1158400e+02
   3.2832000e+01   2.1523200e+02
   3.2832000e+01   2.1888000e+02
   3.2832000e+01   2.2252800e+02
   3.2832000e+01   2.2617600e+02
   3.2832000e+01   2.2982400e+02
   3.6480000e+01   0.0000000e+00
   3.6480000e+01   3.6480000e+00
   3.6480000e+01   7.2960000e+00
   3.6480000e+01   1.0944000e+01
   3.6480000e+01   1.4592000e+01
   3.6480000e+01   1.8240000e+01
   3.6480000e+01   2.1888000e+01
   3.6480000e+01   2.5536000e+01
   3.6480000e+01   2.9184000e+01
   3.6480000e+01   3.2832000e+01
   3.6480000e+01   3.6480000e+01
   3.6480000e+01   4.0128000e+01
   3.6480000e+01   4.3776000e+01
   3.6480000e+01   4.7424000e+01
   3.6480000e+01   5.1072000e+01
   3.6480000e+01   5.4720000e+01
   3.6480000e+01   5.8368000e+01
   3.6480000e+01   6.2016000e+01
   3.6480000e+01   6.5664000e+01
   3.6480000e+01   6.9312000e+01
   3.6480000e+01   7.2960000e+01
   3.6480000e+01   7.6608000e+01
   3.6480000e+01   8.0256000e+01
   3.6480000e+01   8.3904000e+01
   3.6480000e+01   8.7552000e+01
   3.6480000e+01   9.1200000e+01
   3.6480000e+01   9.4848000e+01
   3.6480000e+01   9.8496000e+01
   3.6480000e+01   1.0214400e+02
   3.6480000e+01   1.0579200e+02
   3.6480000e+01   1.0944000e+02
   3.6480000e+01   1.1308800e+02
   3.6480000e+01   1.1673600e+02
   3.6480000e+01   1.2038400e+02
   3.6480000e+01   1.2403200e+02
   3.6480000e+01   1.2768000e+02
   3.6480000e+01   1.3132800e+02
   3.6480000e+01   1.3497600e+02
   3.6480000e+01   1.3862400e+02
   3.6480000e+01   1.4227200e+02
   3.6480000e+01   1.4592000e+02
   3.6480000e+01   1.4956800e+02
   3.6480000e+01   1.5321600e+02
   3.6480000e+01   1.5686400e+02
   3.6480000e+01   1.6051200e+02
   3.6480000e+01   1.6416000e+02
   3.6480000e+01   1.6780800e+02
   3.6480000e+01   1.7145600e+02
   3.6480000e+01   1.7510400e+02
   3.6480000e+01   1.7875200e+02
   3.6480000e+01   1.8240000e+02
   3.6480000e+01   1.8604800e+02
   3.6480000e+01   1.8969600e+02
   3.6480000e+01   1.9334400e+02
   3.6480000e+01   1.9699200e+02
   3.6480000e+01   2.0064000e+02
   3.6480000e+01   2.0428800e+02
   3.6480000e+01   2.0793600e+02
   3.6480000e+01   2.1158400e+02
   3.6480000e+01   2.1523200e+02
   3.6480000e+01   2.1888000e+02
   3.6480000e+01   2.2252800e+02
   3.6480000e+01   2.2617600e+02
   3.6480000e+01   2.2982400e+02
   4.0128000e+01   0.0000000e+00
   4.0128000e+01   3.6480000e+00
   4.0128000e+01   7.2960000e+00
   4.0128000e+01   1.0944000e+01
   4.0128000e+01   1.4592000e+01
   4.0128000e+01   1.8240000e+01
   4.0128000e+01   2.1888000e+01
   4.0128000e+01   2.5536000e+01
   4.0128000e+01   2.9184000e+01
   4.0128000e+01   3.2832000e+01
   4.0128000e+01   3.6480000e+01
   4.0128000e+01   4.0128000e+01
   4.0128000e+01   4.3776000e+01
   4.0128000e+01   4.7424000e+01
   4.0128000e+01   5.1072000e+01
   4.0128000e+01   5.4720000e+01
   4.0128000e+01   5.8368000e+01
   4.0128000e+01   6.2016000e+01
   4.0128000e+01   6.5664000e+01
   4.0128000e+01   6.9312000e+01
   4.0128000e+01   7.2960000e+01
   4.0128000e+01   7.6608000e+01
   4.0128000e+01   8.0256000e+01
   4.0128000e+01   8.3904000e+01
   4.0128000e+01   8.7552000e+01
   4.0128000e+01   9.1200000e+01
   4.0128000e+01   9.4848000e+01
   4.0128000e+01   9.8496000e+01
   4.0128000e+01   1.0214400e+02
   4.0128000e+01   1.0579200e+02
   4.0128000e+01   1.0944000e+02
   4.0128000e+01   1.1308800e+02
